# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -16163 9 99 71 13897823 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/visualblocks/img/article.fc8588a9706c.gif
DUPTYPE_FIRST_OCCURRENCE 9989 5 99 71 13765873 5 /openedx/staticfiles/js/bower/jquery/src/var/support.135b80391f6e.js
DUPTYPE_WITHIN_SAME_TREE -9989 5 99 71 13765350 5 /openedx/staticfiles/js/bower/jquery/src/var/support.js
DUPTYPE_WITHIN_SAME_TREE -9989 9 99 71 13894391 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/var/support.js
DUPTYPE_WITHIN_SAME_TREE -9989 9 99 71 13898085 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/var/support.135b80391f6e.js
DUPTYPE_WITHIN_SAME_TREE -9989 6 99 71 13896721 5 /openedx/staticfiles/studio/js/bower/jquery/src/var/support.js
DUPTYPE_WITHIN_SAME_TREE -9989 10 99 71 13897758 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/var/support.135b80391f6e.js
DUPTYPE_WITHIN_SAME_TREE -9989 6 99 71 13899358 5 /openedx/staticfiles/studio/js/bower/jquery/src/var/support.135b80391f6e.js
DUPTYPE_WITHIN_SAME_TREE -9989 10 99 71 13897047 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/var/support.js
DUPTYPE_FIRST_OCCURRENCE 7328 4 99 71 12063275 5 /openedx/staticfiles/css/vendor/slickgrid/images/sort-asc.cf9088e056f2.png
DUPTYPE_WITHIN_SAME_TREE -7328 5 99 71 12453998 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/sort-asc.png
DUPTYPE_WITHIN_SAME_TREE -7328 4 99 71 12060525 5 /openedx/staticfiles/css/vendor/slickgrid/images/sort-asc.png
DUPTYPE_WITHIN_SAME_TREE -7328 5 99 71 12454781 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/sort-asc.cf9088e056f2.png
DUPTYPE_FIRST_OCCURRENCE 9819 5 100 71 12588663 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/pnum.8bb2e88e531e.js
DUPTYPE_WITHIN_SAME_TREE -9819 5 100 71 12586841 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/pnum.js
DUPTYPE_FIRST_OCCURRENCE 7009 4 100 71 12062280 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Katakana.28405011de4a.bcmap
DUPTYPE_WITHIN_SAME_TREE -7009 4 100 71 12060382 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Katakana.bcmap
DUPTYPE_WITHIN_SAME_TREE -7009 5 100 71 12326665 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Katakana.bcmap
DUPTYPE_WITHIN_SAME_TREE -7009 5 100 71 12327239 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Katakana.28405011de4a.bcmap
DUPTYPE_FIRST_OCCURRENCE 6903 4 101 71 12060333 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/ETenms-B5-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6903 4 101 71 12062174 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/ETenms-B5-H.c00836e71e8c.bcmap
DUPTYPE_WITHIN_SAME_TREE -6903 5 101 71 12326504 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/ETenms-B5-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6903 5 101 71 12327190 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/ETenms-B5-H.c00836e71e8c.bcmap
DUPTYPE_FIRST_OCCURRENCE 7331 4 101 71 12063264 5 /openedx/staticfiles/css/vendor/slickgrid/images/sort-desc.34879648453a.png
DUPTYPE_WITHIN_SAME_TREE -7331 4 101 71 12060514 5 /openedx/staticfiles/css/vendor/slickgrid/images/sort-desc.png
DUPTYPE_WITHIN_SAME_TREE -7331 5 101 71 12453987 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/sort-desc.png
DUPTYPE_WITHIN_SAME_TREE -7331 5 101 71 12454770 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/sort-desc.34879648453a.png
DUPTYPE_FIRST_OCCURRENCE 1911 2 102 71 12590162 5 /openedx/staticfiles/images/sequence-nav/video-icon-normal.57f3e28debc6.png
DUPTYPE_WITHIN_SAME_TREE -1911 2 102 71 12583553 5 /openedx/staticfiles/images/sequence-nav/video-icon-normal.png
DUPTYPE_WITHIN_SAME_TREE -1911 3 102 71 13895294 5 /openedx/staticfiles/studio/images/sequence-nav/video-icon-normal.png
DUPTYPE_WITHIN_SAME_TREE -1911 3 102 71 13900454 5 /openedx/staticfiles/studio/images/sequence-nav/video-icon-normal.57f3e28debc6.png
DUPTYPE_FIRST_OCCURRENCE 7201 4 102 71 12063253 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-menuArrows.00e5eb514336.png
DUPTYPE_WITHIN_SAME_TREE -7201 5 102 71 12326768 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-menuArrows.png
DUPTYPE_WITHIN_SAME_TREE -7201 4 102 71 12060485 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-menuArrows.png
DUPTYPE_WITHIN_SAME_TREE -7201 5 102 71 12327341 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-menuArrows.00e5eb514336.png
DUPTYPE_FIRST_OCCURRENCE 1913 2 102 71 12590154 5 /openedx/staticfiles/images/sequence-nav/video-icon-visited.033f3f50387b.png
DUPTYPE_WITHIN_SAME_TREE -1913 3 102 71 13895286 5 /openedx/staticfiles/studio/images/sequence-nav/video-icon-visited.png
DUPTYPE_WITHIN_SAME_TREE -1913 2 102 71 12583545 5 /openedx/staticfiles/images/sequence-nav/video-icon-visited.png
DUPTYPE_WITHIN_SAME_TREE -1913 3 102 71 13900446 5 /openedx/staticfiles/studio/images/sequence-nav/video-icon-visited.033f3f50387b.png
DUPTYPE_FIRST_OCCURRENCE 1909 2 102 71 12590161 5 /openedx/staticfiles/images/sequence-nav/video-icon-current.16bfa7cad7fa.png
DUPTYPE_WITHIN_SAME_TREE -1909 2 102 71 12583552 5 /openedx/staticfiles/images/sequence-nav/video-icon-current.png
DUPTYPE_WITHIN_SAME_TREE -1909 3 102 71 13895293 5 /openedx/staticfiles/studio/images/sequence-nav/video-icon-current.png
DUPTYPE_WITHIN_SAME_TREE -1909 3 102 71 13900453 5 /openedx/staticfiles/studio/images/sequence-nav/video-icon-current.16bfa7cad7fa.png
DUPTYPE_FIRST_OCCURRENCE 6427 3 103 71 12589779 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/cohort-state.980ffb69aeca.underscore
DUPTYPE_WITHIN_SAME_TREE -6427 3 103 71 12584897 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/cohort-state.underscore
DUPTYPE_FIRST_OCCURRENCE 16161 8 104 71 12587721 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/visualblocks/img/address.02437bbade1f.gif
DUPTYPE_WITHIN_SAME_TREE -16161 8 104 71 12583162 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/visualblocks/img/address.gif
DUPTYPE_WITHIN_SAME_TREE -16161 9 104 71 13897820 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/visualblocks/img/address.02437bbade1f.gif
DUPTYPE_WITHIN_SAME_TREE -16161 9 104 71 13894859 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/visualblocks/img/address.gif
DUPTYPE_FIRST_OCCURRENCE 9833 5 104 71 12588675 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/toString.1a5b3ede2aaf.js
DUPTYPE_WITHIN_SAME_TREE -9833 5 104 71 12586853 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/toString.js
DUPTYPE_FIRST_OCCURRENCE 14761 7 104 71 12588034 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/fasttree/selectionBar.48081428718b.gif
DUPTYPE_WITHIN_SAME_TREE -14761 8 104 71 13898612 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/fasttree/selectionBar.48081428718b.gif
DUPTYPE_WITHIN_SAME_TREE -14761 7 104 71 12583392 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/fasttree/selectionBar.gif
DUPTYPE_WITHIN_SAME_TREE -14761 8 104 71 13895089 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/fasttree/selectionBar.gif
DUPTYPE_FIRST_OCCURRENCE 7933 4 104 71 12588953 5 /openedx/staticfiles/studio-frontend/src/components/AssetsResultsCount/AssetsResultsCount.c2621452d12d.scss
DUPTYPE_WITHIN_SAME_TREE -7933 4 104 71 12586034 5 /openedx/staticfiles/studio-frontend/src/components/AssetsResultsCount/AssetsResultsCount.scss
DUPTYPE_FIRST_OCCURRENCE 9805 5 105 71 12588667 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/documentElement.b42747c44c5f.js
DUPTYPE_WITHIN_SAME_TREE -9805 5 105 71 12586845 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/documentElement.js
DUPTYPE_FIRST_OCCURRENCE 1901 2 105 71 12590155 5 /openedx/staticfiles/images/sequence-nav/list-unfinished.4037fea37c34.png
DUPTYPE_WITHIN_SAME_TREE -1901 3 105 71 13900447 5 /openedx/staticfiles/studio/images/sequence-nav/list-unfinished.4037fea37c34.png
DUPTYPE_WITHIN_SAME_TREE -1901 3 105 71 13895287 5 /openedx/staticfiles/studio/images/sequence-nav/list-unfinished.png
DUPTYPE_WITHIN_SAME_TREE -1901 2 105 71 12583546 5 /openedx/staticfiles/images/sequence-nav/list-unfinished.png
DUPTYPE_FIRST_OCCURRENCE 7275 4 105 71 12063200 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-zoomOut@2x.59ffc769831a.png
DUPTYPE_WITHIN_SAME_TREE -7275 4 105 71 12060432 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-zoomOut@2x.png
DUPTYPE_WITHIN_SAME_TREE -7275 5 105 71 12327288 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-zoomOut@2x.59ffc769831a.png
DUPTYPE_WITHIN_SAME_TREE -7275 5 105 71 12326715 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-zoomOut@2x.png
DUPTYPE_FIRST_OCCURRENCE 1903 2 105 71 12590153 5 /openedx/staticfiles/images/sequence-nav/list-unstarted.304348b5e883.png
DUPTYPE_WITHIN_SAME_TREE -1903 3 105 71 13895285 5 /openedx/staticfiles/studio/images/sequence-nav/list-unstarted.png
DUPTYPE_WITHIN_SAME_TREE -1903 2 105 71 12583544 5 /openedx/staticfiles/images/sequence-nav/list-unstarted.png
DUPTYPE_WITHIN_SAME_TREE -1903 3 105 71 13900445 5 /openedx/staticfiles/studio/images/sequence-nav/list-unstarted.304348b5e883.png
DUPTYPE_FIRST_OCCURRENCE 7299 4 106 71 12063276 5 /openedx/staticfiles/css/vendor/slickgrid/images/collapse.457e7a1eb026.gif
DUPTYPE_WITHIN_SAME_TREE -7299 4 106 71 12060854 5 /openedx/staticfiles/css/vendor/slickgrid/images/collapse.gif
DUPTYPE_WITHIN_SAME_TREE -7299 5 106 71 12454782 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/collapse.457e7a1eb026.gif
DUPTYPE_WITHIN_SAME_TREE -7299 5 106 71 12453999 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/collapse.gif
DUPTYPE_FIRST_OCCURRENCE 14745 7 106 71 12588040 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/button/split-button-arrow-disabled.508a3aaed172.png
DUPTYPE_WITHIN_SAME_TREE -14745 8 106 71 13895097 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/button/split-button-arrow-disabled.png
DUPTYPE_WITHIN_SAME_TREE -14745 7 106 71 12583400 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/button/split-button-arrow-disabled.png
DUPTYPE_WITHIN_SAME_TREE -14745 8 106 71 13898618 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/button/split-button-arrow-disabled.508a3aaed172.png
DUPTYPE_FIRST_OCCURRENCE 14751 7 106 71 12588038 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/button/split-button-arrow.40104e83d95d.png
DUPTYPE_WITHIN_SAME_TREE -14751 8 106 71 13895095 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/button/split-button-arrow.png
DUPTYPE_WITHIN_SAME_TREE -14751 7 106 71 12583398 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/button/split-button-arrow.png
DUPTYPE_WITHIN_SAME_TREE -14751 8 106 71 13898616 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/button/split-button-arrow.40104e83d95d.png
DUPTYPE_FIRST_OCCURRENCE 3537 2 108 71 12590457 5 /openedx/staticfiles/templates/learner_dashboard/_dashboard_navigation_programs.7eeab9b41484.html
DUPTYPE_WITHIN_SAME_TREE -3537 2 108 71 12584744 5 /openedx/staticfiles/templates/learner_dashboard/_dashboard_navigation_programs.html
DUPTYPE_FIRST_OCCURRENCE 9465 5 110 71 12062015 5 /openedx/staticfiles/css/vendor/slickgrid/smoothness/images/ui-bg_glass_95_fef1ec_1x400.9a95ccdd9e09.png
DUPTYPE_WITHIN_SAME_TREE -9465 5 110 71 12060498 5 /openedx/staticfiles/css/vendor/slickgrid/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png
DUPTYPE_WITHIN_SAME_TREE -9465 6 110 71 12453971 5 /openedx/staticfiles/studio/css/vendor/slickgrid/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png
DUPTYPE_WITHIN_SAME_TREE -9465 6 110 71 12454750 5 /openedx/staticfiles/studio/css/vendor/slickgrid/smoothness/images/ui-bg_glass_95_fef1ec_1x400.9a95ccdd9e09.png
DUPTYPE_FIRST_OCCURRENCE 7309 4 110 71 12063283 5 /openedx/staticfiles/css/vendor/slickgrid/images/expand.a412ce691591.gif
DUPTYPE_WITHIN_SAME_TREE -7309 5 110 71 12454006 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/expand.gif
DUPTYPE_WITHIN_SAME_TREE -7309 4 110 71 12060861 5 /openedx/staticfiles/css/vendor/slickgrid/images/expand.gif
DUPTYPE_WITHIN_SAME_TREE -7309 5 110 71 12454789 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/expand.a412ce691591.gif
DUPTYPE_FIRST_OCCURRENCE 2903 2 110 71 13900919 5 /openedx/staticfiles/studio/images/large-video-icon.304c064a10a5.png
DUPTYPE_WITHIN_SAME_TREE -2903 2 110 71 13896086 5 /openedx/staticfiles/studio/images/large-video-icon.png
DUPTYPE_FIRST_OCCURRENCE 7355 4 110 71 12063297 5 /openedx/staticfiles/css/vendor/ui-lightness/images/ui-bg_glass_100_fdf5ce_1x400.80a8bf739374.png
DUPTYPE_WITHIN_SAME_TREE -7355 5 110 71 12587634 5 /openedx/staticfiles/studio/css/vendor/ui-lightness/images/ui-bg_glass_100_fdf5ce_1x400.80a8bf739374.png
DUPTYPE_WITHIN_SAME_TREE -7355 4 110 71 12061242 5 /openedx/staticfiles/css/vendor/ui-lightness/images/ui-bg_glass_100_fdf5ce_1x400.png
DUPTYPE_WITHIN_SAME_TREE -7355 5 110 71 12587080 5 /openedx/staticfiles/studio/css/vendor/ui-lightness/images/ui-bg_glass_100_fdf5ce_1x400.png
DUPTYPE_FIRST_OCCURRENCE 9795 5 110 71 12588680 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/ObjectFunctionString.c81564edaa40.js
DUPTYPE_WITHIN_SAME_TREE -9795 5 110 71 12586858 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/ObjectFunctionString.js
DUPTYPE_FIRST_OCCURRENCE 12755 6 110 71 12588087 5 /openedx/staticfiles/js/vendor/markitup/skins/simple/images/menu.edb585e96a72.png
DUPTYPE_WITHIN_SAME_TREE -12755 6 110 71 12583312 5 /openedx/staticfiles/js/vendor/markitup/skins/simple/images/menu.png
DUPTYPE_WITHIN_SAME_TREE -12755 7 110 71 13898708 5 /openedx/staticfiles/studio/js/vendor/markitup/skins/simple/images/menu.edb585e96a72.png
DUPTYPE_WITHIN_SAME_TREE -12755 7 110 71 13895009 5 /openedx/staticfiles/studio/js/vendor/markitup/skins/simple/images/menu.png
DUPTYPE_FIRST_OCCURRENCE 12661 6 110 71 13765735 5 /openedx/staticfiles/js/bower/jquery/src/traversing/var/rneedsContext.b5676c00977e.js
DUPTYPE_WITHIN_SAME_TREE -12661 6 110 71 13765383 5 /openedx/staticfiles/js/bower/jquery/src/traversing/var/rneedsContext.js
DUPTYPE_WITHIN_SAME_TREE -12661 10 110 71 13898049 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/traversing/var/rneedsContext.b5676c00977e.js
DUPTYPE_WITHIN_SAME_TREE -12661 7 110 71 13896754 5 /openedx/staticfiles/studio/js/bower/jquery/src/traversing/var/rneedsContext.js
DUPTYPE_WITHIN_SAME_TREE -12661 10 110 71 13894424 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/traversing/var/rneedsContext.js
DUPTYPE_WITHIN_SAME_TREE -12661 7 110 71 13898766 5 /openedx/staticfiles/studio/js/bower/jquery/src/traversing/var/rneedsContext.b5676c00977e.js
DUPTYPE_WITHIN_SAME_TREE -12661 11 110 71 13897080 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/traversing/var/rneedsContext.js
DUPTYPE_WITHIN_SAME_TREE -12661 11 110 71 13897722 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/traversing/var/rneedsContext.b5676c00977e.js
DUPTYPE_FIRST_OCCURRENCE 9811 5 110 71 12588670 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/hasOwn.ea807ca4509a.js
DUPTYPE_WITHIN_SAME_TREE -9811 5 110 71 12586848 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/hasOwn.js
DUPTYPE_FIRST_OCCURRENCE 1513 2 111 71 12590736 5 /openedx/staticfiles/brand-edx.org/paragon/fonts.ee9a2d96a7f9.scss
DUPTYPE_WITHIN_SAME_TREE -1513 2 111 71 12586738 5 /openedx/staticfiles/brand-edx.org/paragon/fonts.scss
DUPTYPE_FIRST_OCCURRENCE 9457 5 112 71 12062014 5 /openedx/staticfiles/css/vendor/slickgrid/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.1434a5839d72.png
DUPTYPE_WITHIN_SAME_TREE -9457 6 112 71 12453970 5 /openedx/staticfiles/studio/css/vendor/slickgrid/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png
DUPTYPE_WITHIN_SAME_TREE -9457 6 112 71 12454749 5 /openedx/staticfiles/studio/css/vendor/slickgrid/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.1434a5839d72.png
DUPTYPE_WITHIN_SAME_TREE -9457 5 112 71 12060497 5 /openedx/staticfiles/css/vendor/slickgrid/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png
DUPTYPE_FIRST_OCCURRENCE 6604 3 113 71 13117302 5 /openedx/staticfiles/wiki/markitup/templates/preview.css
DUPTYPE_WITHIN_SAME_TREE -6604 4 113 71 13900322 5 /openedx/staticfiles/studio/wiki/markitup/templates/preview.dfc4c5b56b11.css
DUPTYPE_WITHIN_SAME_TREE -6604 3 113 71 13117586 5 /openedx/staticfiles/wiki/markitup/templates/preview.dfc4c5b56b11.css
DUPTYPE_WITHIN_SAME_TREE -6604 4 113 71 13896366 5 /openedx/staticfiles/studio/wiki/markitup/templates/preview.css
DUPTYPE_FIRST_OCCURRENCE 12653 6 113 71 13765725 5 /openedx/staticfiles/js/bower/jquery/src/css/var/rnumnonpx.2a34d3f4def5.js
DUPTYPE_WITHIN_SAME_TREE -12653 6 113 71 13765333 5 /openedx/staticfiles/js/bower/jquery/src/css/var/rnumnonpx.js
DUPTYPE_WITHIN_SAME_TREE -12653 11 113 71 13897030 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/css/var/rnumnonpx.js
DUPTYPE_WITHIN_SAME_TREE -12653 11 113 71 13897712 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/css/var/rnumnonpx.2a34d3f4def5.js
DUPTYPE_WITHIN_SAME_TREE -12653 10 113 71 13898039 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/css/var/rnumnonpx.2a34d3f4def5.js
DUPTYPE_WITHIN_SAME_TREE -12653 10 113 71 13894374 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/css/var/rnumnonpx.js
DUPTYPE_WITHIN_SAME_TREE -12653 7 113 71 13896704 5 /openedx/staticfiles/studio/js/bower/jquery/src/css/var/rnumnonpx.js
DUPTYPE_WITHIN_SAME_TREE -12653 7 113 71 13898756 5 /openedx/staticfiles/studio/js/bower/jquery/src/css/var/rnumnonpx.2a34d3f4def5.js
DUPTYPE_FIRST_OCCURRENCE 9679 5 115 71 12588745 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_screenreaders.84c388e27d90.scss
DUPTYPE_WITHIN_SAME_TREE -9679 5 115 71 12587008 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_screenreaders.scss
DUPTYPE_FIRST_OCCURRENCE 12757 6 116 71 12588089 5 /openedx/staticfiles/js/vendor/markitup/skins/simple/images/submenu.826d62e57f6b.png
DUPTYPE_WITHIN_SAME_TREE -12757 7 116 71 13895011 5 /openedx/staticfiles/studio/js/vendor/markitup/skins/simple/images/submenu.png
DUPTYPE_WITHIN_SAME_TREE -12757 6 116 71 12583314 5 /openedx/staticfiles/js/vendor/markitup/skins/simple/images/submenu.png
DUPTYPE_WITHIN_SAME_TREE -12757 7 116 71 13898710 5 /openedx/staticfiles/studio/js/vendor/markitup/skins/simple/images/submenu.826d62e57f6b.png
DUPTYPE_FIRST_OCCURRENCE 8011 4 116 71 12588946 5 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatusLabel/CourseOutlineStatusLabel.12875eff8af3.scss
DUPTYPE_WITHIN_SAME_TREE -8011 4 116 71 12586025 5 /openedx/staticfiles/studio-frontend/src/components/CourseOutlineStatusLabel/CourseOutlineStatusLabel.scss
DUPTYPE_FIRST_OCCURRENCE 7283 4 117 71 12063290 5 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_right_peppermint.49741c16c92a.png
DUPTYPE_WITHIN_SAME_TREE -7283 4 117 71 12060868 5 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_right_peppermint.png
DUPTYPE_WITHIN_SAME_TREE -7283 5 117 71 12454796 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_right_peppermint.49741c16c92a.png
DUPTYPE_WITHIN_SAME_TREE -7283 5 117 71 12454013 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_right_peppermint.png
DUPTYPE_FIRST_OCCURRENCE 7285 4 117 71 12063289 5 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_right_spearmint.68676cf3bcb1.png
DUPTYPE_WITHIN_SAME_TREE -7285 5 117 71 12454012 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_right_spearmint.png
DUPTYPE_WITHIN_SAME_TREE -7285 5 117 71 12454795 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/arrow_right_spearmint.68676cf3bcb1.png
DUPTYPE_WITHIN_SAME_TREE -7285 4 117 71 12060867 5 /openedx/staticfiles/css/vendor/slickgrid/images/arrow_right_spearmint.png
DUPTYPE_FIRST_OCCURRENCE 9831 5 117 71 12588678 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/support.2d3a2082ece4.js
DUPTYPE_WITHIN_SAME_TREE -9831 5 117 71 12586856 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/support.js
DUPTYPE_FIRST_OCCURRENCE 1943 2 118 71 12583341 5 /openedx/staticfiles/js/capa/README
DUPTYPE_WITHIN_SAME_TREE -1943 3 118 71 13900410 5 /openedx/staticfiles/studio/js/capa/README.8d240d1f9da6
DUPTYPE_WITHIN_SAME_TREE -1943 2 118 71 12590134 5 /openedx/staticfiles/js/capa/README.8d240d1f9da6
DUPTYPE_WITHIN_SAME_TREE -1943 3 118 71 13895038 5 /openedx/staticfiles/studio/js/capa/README
DUPTYPE_FIRST_OCCURRENCE 4317 3 118 71 12589278 5 /openedx/staticfiles/images/sequence-nav/status/not-started.a7a39b7ca2b9.png
DUPTYPE_WITHIN_SAME_TREE -4317 4 118 71 13895297 5 /openedx/staticfiles/studio/images/sequence-nav/status/not-started.png
DUPTYPE_WITHIN_SAME_TREE -4317 3 118 71 12583556 5 /openedx/staticfiles/images/sequence-nav/status/not-started.png
DUPTYPE_WITHIN_SAME_TREE -4317 4 118 71 13899767 5 /openedx/staticfiles/studio/images/sequence-nav/status/not-started.a7a39b7ca2b9.png
DUPTYPE_FIRST_OCCURRENCE 7057 4 119 71 12062205 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-H.88d9668d4e0f.bcmap
DUPTYPE_WITHIN_SAME_TREE -7057 4 119 71 12060364 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -7057 5 119 71 12327221 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-H.88d9668d4e0f.bcmap
DUPTYPE_WITHIN_SAME_TREE -7057 5 119 71 12326536 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 4059 3 120 71 12589336 5 /openedx/staticfiles/common/templates/components/tabbed_view.5bd199cabfab.underscore
DUPTYPE_WITHIN_SAME_TREE -4059 4 120 71 13895422 5 /openedx/staticfiles/studio/common/templates/components/tabbed_view.underscore
DUPTYPE_WITHIN_SAME_TREE -4059 3 120 71 12583681 5 /openedx/staticfiles/common/templates/components/tabbed_view.underscore
DUPTYPE_WITHIN_SAME_TREE -4059 4 120 71 13900127 5 /openedx/staticfiles/studio/common/templates/components/tabbed_view.5bd199cabfab.underscore
DUPTYPE_FIRST_OCCURRENCE 7363 4 120 71 12063300 5 /openedx/staticfiles/css/vendor/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.714aab431dde.png
DUPTYPE_WITHIN_SAME_TREE -7363 4 120 71 12061245 5 /openedx/staticfiles/css/vendor/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png
DUPTYPE_WITHIN_SAME_TREE -7363 5 120 71 12587083 5 /openedx/staticfiles/studio/css/vendor/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png
DUPTYPE_WITHIN_SAME_TREE -7363 5 120 71 12587637 5 /openedx/staticfiles/studio/css/vendor/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.714aab431dde.png
DUPTYPE_FIRST_OCCURRENCE 1019 1 120 71 12326623 5 /openedx/staticfiles/images/slide-right-icon.366c16b8c855.png
